man0 woman87
man1 woman32
man10 woman56
man11 woman73
man12 woman53
man13 woman86
man14 woman45
man15 woman64
man16 woman67
man17 woman84
man18 woman49
man19 woman0
man2 woman60
man20 woman50
man21 woman77
man22 woman14
man23 woman16
man24 woman63
man25 woman33
man26 woman7
man27 woman10
man28 woman59
man29 woman37
man3 woman47
man30 woman83
man31 woman75
man32 woman19
man33 woman46
man34 woman2
man35 woman1
man36 woman43
man37 woman17
man38 woman44
man39 woman71
man4 woman3
man40 woman61
man41 woman48
man42 woman12
man43 woman74
man44 woman41
man45 woman24
man46 woman34
man47 woman30
man48 woman35
man49 woman42
man5 woman38
man50 woman29
man51 woman39
man52 woman81
man53 woman72
man54 woman26
man55 woman18
man56 woman40
man57 woman76
man58 woman13
man59 woman27
man6 woman70
man60 woman21
man61 woman28
man62 woman62
man63 woman58
man64 woman54
man65 woman5
man66 woman8
man67 woman36
man68 woman22
man69 woman6
man7 woman66
man70 woman80
man71 woman51
man72 woman68
man73 woman4
man74 woman65
man75 woman79
man76 woman11
man77 woman9
man78 woman31
man79 woman85
man8 woman55
man80 woman57
man81 woman20
man82 woman25
man83 woman78
man84 woman23
man85 woman15
man86 woman69
man87 woman82
man9 woman52
