man0 woman61
man1 woman7
man10 woman33
man100 woman70
man101 woman86
man11 woman89
man12 woman29
man13 woman52
man14 woman48
man15 woman51
man16 woman27
man17 woman8
man18 woman44
man19 woman49
man2 woman83
man20 woman43
man21 woman79
man22 woman67
man23 woman40
man24 woman50
man25 woman34
man26 woman17
man27 woman45
man28 woman38
man29 woman74
man3 woman47
man30 woman99
man31 woman75
man32 woman56
man33 woman9
man34 woman92
man35 woman100
man36 woman28
man37 woman97
man38 woman19
man39 woman63
man4 woman72
man40 woman94
man41 woman14
man42 woman54
man43 woman20
man44 woman13
man45 woman81
man46 woman30
man47 woman11
man48 woman88
man49 woman16
man5 woman42
man50 woman78
man51 woman0
man52 woman4
man53 woman87
man54 woman25
man55 woman15
man56 woman1
man57 woman21
man58 woman18
man59 woman80
man6 woman39
man60 woman59
man61 woman55
man62 woman10
man63 woman73
man64 woman37
man65 woman98
man66 woman76
man67 woman77
man68 woman6
man69 woman84
man7 woman3
man70 woman5
man71 woman26
man72 woman57
man73 woman23
man74 woman64
man75 woman71
man76 woman65
man77 woman32
man78 woman60
man79 woman96
man8 woman53
man80 woman101
man81 woman82
man82 woman85
man83 woman62
man84 woman31
man85 woman24
man86 woman66
man87 woman95
man88 woman46
man89 woman12
man9 woman68
man90 woman69
man91 woman22
man92 woman90
man93 woman35
man94 woman58
man95 woman36
man96 woman93
man97 woman91
man98 woman41
man99 woman2
