man0 woman0
man1 woman31
man10 woman6
man100 woman85
man101 woman21
man102 woman63
man103 woman131
man104 woman41
man105 woman122
man106 woman58
man107 woman11
man108 woman69
man109 woman106
man11 woman68
man110 woman95
man111 woman62
man112 woman107
man113 woman44
man114 woman27
man115 woman103
man116 woman3
man117 woman52
man118 woman36
man119 woman71
man12 woman48
man120 woman114
man121 woman96
man122 woman83
man123 woman126
man124 woman120
man125 woman112
man126 woman18
man127 woman49
man128 woman25
man129 woman64
man13 woman99
man130 woman104
man131 woman76
man132 woman54
man133 woman26
man134 woman113
man135 woman29
man14 woman78
man15 woman118
man16 woman87
man17 woman60
man18 woman45
man19 woman14
man2 woman12
man20 woman135
man21 woman125
man22 woman119
man23 woman43
man24 woman47
man25 woman28
man26 woman66
man27 woman61
man28 woman9
man29 woman82
man3 woman56
man30 woman67
man31 woman57
man32 woman32
man33 woman33
man34 woman130
man35 woman111
man36 woman105
man37 woman20
man38 woman115
man39 woman13
man4 woman35
man40 woman22
man41 woman38
man42 woman94
man43 woman102
man44 woman129
man45 woman24
man46 woman123
man47 woman59
man48 woman53
man49 woman80
man5 woman90
man50 woman55
man51 woman39
man52 woman98
man53 woman72
man54 woman8
man55 woman50
man56 woman117
man57 woman134
man58 woman97
man59 woman51
man6 woman19
man60 woman84
man61 woman34
man62 woman15
man63 woman65
man64 woman132
man65 woman10
man66 woman1
man67 woman70
man68 woman30
man69 woman109
man7 woman121
man70 woman23
man71 woman16
man72 woman37
man73 woman2
man74 woman4
man75 woman40
man76 woman93
man77 woman101
man78 woman133
man79 woman91
man8 woman5
man80 woman92
man81 woman124
man82 woman46
man83 woman127
man84 woman77
man85 woman79
man86 woman7
man87 woman128
man88 woman100
man89 woman42
man9 woman116
man90 woman81
man91 woman86
man92 woman110
man93 woman74
man94 woman88
man95 woman108
man96 woman89
man97 woman73
man98 woman17
man99 woman75
