man0 woman24
man1 woman15
man10 woman4
man11 woman3
man12 woman29
man13 woman26
man14 woman0
man15 woman36
man16 woman19
man17 woman13
man18 woman9
man19 woman38
man2 woman37
man20 woman20
man21 woman11
man22 woman12
man23 woman34
man24 woman16
man25 woman28
man26 woman14
man27 woman40
man28 woman6
man29 woman7
man3 woman18
man30 woman22
man31 woman23
man32 woman35
man33 woman32
man34 woman1
man35 woman5
man36 woman10
man37 woman31
man38 woman33
man39 woman25
man4 woman17
man40 woman30
man5 woman2
man6 woman21
man7 woman39
man8 woman8
man9 woman27
