man0 woman18
man1 woman2
man10 woman4
man11 woman35
man12 woman16
man13 woman36
man14 woman20
man15 woman31
man16 woman0
man17 woman37
man18 woman15
man19 woman7
man2 woman29
man20 woman24
man21 woman19
man22 woman27
man23 woman3
man24 woman1
man25 woman32
man26 woman11
man27 woman22
man28 woman5
man29 woman12
man3 woman14
man30 woman38
man31 woman21
man32 woman28
man33 woman26
man34 woman17
man35 woman13
man36 woman33
man37 woman8
man38 woman25
man39 woman9
man4 woman10
man5 woman6
man6 woman23
man7 woman34
man8 woman39
man9 woman30
