man0 woman51
man1 woman12
man10 woman5
man11 woman2
man12 woman49
man13 woman59
man14 woman20
man15 woman1
man16 woman50
man17 woman11
man18 woman26
man19 woman68
man2 woman60
man20 woman37
man21 woman30
man22 woman15
man23 woman31
man24 woman64
man25 woman7
man26 woman33
man27 woman58
man28 woman46
man29 woman43
man3 woman8
man30 woman48
man31 woman62
man32 woman35
man33 woman45
man34 woman22
man35 woman19
man36 woman53
man37 woman44
man38 woman41
man39 woman36
man4 woman16
man40 woman9
man41 woman65
man42 woman32
man43 woman3
man44 woman17
man45 woman14
man46 woman69
man47 woman4
man48 woman55
man49 woman6
man5 woman52
man50 woman27
man51 woman25
man52 woman54
man53 woman42
man54 woman29
man55 woman21
man56 woman63
man57 woman57
man58 woman23
man59 woman18
man6 woman13
man60 woman67
man61 woman47
man62 woman10
man63 woman40
man64 woman38
man65 woman24
man66 woman66
man67 woman39
man68 woman61
man69 woman56
man7 woman34
man8 woman0
man9 woman28
