man0 woman21
man1 woman39
man10 woman29
man11 woman20
man12 woman35
man13 woman76
man14 woman47
man15 woman56
man16 woman36
man17 woman79
man18 woman1
man19 woman31
man2 woman75
man20 woman14
man21 woman70
man22 woman44
man23 woman82
man24 woman68
man25 woman50
man26 woman5
man27 woman63
man28 woman49
man29 woman3
man3 woman51
man30 woman71
man31 woman60
man32 woman80
man33 woman46
man34 woman17
man35 woman38
man36 woman25
man37 woman83
man38 woman42
man39 woman45
man4 woman87
man40 woman15
man41 woman33
man42 woman32
man43 woman13
man44 woman9
man45 woman41
man46 woman23
man47 woman55
man48 woman84
man49 woman59
man5 woman61
man50 woman72
man51 woman19
man52 woman89
man53 woman11
man54 woman81
man55 woman4
man56 woman54
man57 woman78
man58 woman2
man59 woman27
man6 woman65
man60 woman57
man61 woman85
man62 woman86
man63 woman22
man64 woman73
man65 woman67
man66 woman34
man67 woman7
man68 woman28
man69 woman88
man7 woman12
man70 woman69
man71 woman43
man72 woman16
man73 woman66
man74 woman48
man75 woman26
man76 woman24
man77 woman77
man78 woman8
man79 woman52
man8 woman18
man80 woman30
man81 woman64
man82 woman58
man83 woman0
man84 woman74
man85 woman62
man86 woman37
man87 woman53
man88 woman40
man89 woman10
man9 woman6
