man0 woman12
man1 woman46
man10 woman92
man11 woman30
man12 woman28
man13 woman78
man14 woman26
man15 woman47
man16 woman21
man17 woman4
man18 woman82
man19 woman62
man2 woman16
man20 woman1
man21 woman63
man22 woman32
man23 woman9
man24 woman83
man25 woman18
man26 woman48
man27 woman89
man28 woman0
man29 woman80
man3 woman27
man30 woman6
man31 woman81
man32 woman50
man33 woman56
man34 woman54
man35 woman59
man36 woman14
man37 woman65
man38 woman25
man39 woman70
man4 woman42
man40 woman24
man41 woman38
man42 woman67
man43 woman66
man44 woman33
man45 woman84
man46 woman79
man47 woman7
man48 woman45
man49 woman90
man5 woman37
man50 woman60
man51 woman2
man52 woman69
man53 woman44
man54 woman91
man55 woman58
man56 woman86
man57 woman49
man58 woman5
man59 woman13
man6 woman23
man60 woman87
man61 woman31
man62 woman53
man63 woman15
man64 woman8
man65 woman17
man66 woman11
man67 woman20
man68 woman40
man69 woman22
man7 woman34
man70 woman61
man71 woman39
man72 woman77
man73 woman41
man74 woman64
man75 woman52
man76 woman3
man77 woman19
man78 woman76
man79 woman85
man8 woman93
man80 woman75
man81 woman68
man82 woman43
man83 woman51
man84 woman36
man85 woman88
man86 woman72
man87 woman57
man88 woman74
man89 woman73
man9 woman29
man90 woman10
man91 woman35
man92 woman55
man93 woman71
