man0 woman7
man1 woman67
man10 woman25
man11 woman45
man12 woman31
man13 woman47
man14 woman26
man15 woman4
man16 woman0
man17 woman16
man18 woman28
man19 woman46
man2 woman34
man20 woman22
man21 woman8
man22 woman54
man23 woman5
man24 woman58
man25 woman53
man26 woman15
man27 woman14
man28 woman66
man29 woman23
man3 woman30
man30 woman51
man31 woman43
man32 woman57
man33 woman13
man34 woman36
man35 woman63
man36 woman19
man37 woman59
man38 woman21
man39 woman49
man4 woman55
man40 woman18
man41 woman33
man42 woman24
man43 woman48
man44 woman11
man45 woman60
man46 woman10
man47 woman27
man48 woman1
man49 woman44
man5 woman3
man50 woman9
man51 woman20
man52 woman35
man53 woman6
man54 woman42
man55 woman17
man56 woman65
man57 woman2
man58 woman38
man59 woman32
man6 woman62
man60 woman37
man61 woman64
man62 woman12
man63 woman50
man64 woman29
man65 woman39
man66 woman40
man67 woman52
man7 woman41
man8 woman56
man9 woman61
