man0 woman55
man1 woman19
man10 woman41
man11 woman52
man12 woman4
man13 woman12
man14 woman63
man15 woman20
man16 woman9
man17 woman38
man18 woman17
man19 woman40
man2 woman50
man20 woman37
man21 woman44
man22 woman6
man23 woman29
man24 woman21
man25 woman30
man26 woman5
man27 woman53
man28 woman48
man29 woman10
man3 woman42
man30 woman8
man31 woman36
man32 woman35
man33 woman27
man34 woman57
man35 woman26
man36 woman34
man37 woman39
man38 woman61
man39 woman24
man4 woman43
man40 woman56
man41 woman58
man42 woman23
man43 woman54
man44 woman15
man45 woman2
man46 woman28
man47 woman31
man48 woman14
man49 woman65
man5 woman51
man50 woman18
man51 woman3
man52 woman59
man53 woman62
man54 woman49
man55 woman60
man56 woman11
man57 woman33
man58 woman25
man59 woman13
man6 woman1
man60 woman0
man61 woman45
man62 woman64
man63 woman32
man64 woman46
man65 woman47
man7 woman7
man8 woman16
man9 woman22
