man0 woman52
man1 woman90
man10 woman35
man100 woman48
man101 woman10
man102 woman28
man103 woman1
man104 woman99
man105 woman106
man106 woman80
man107 woman98
man108 woman75
man109 woman27
man11 woman40
man110 woman18
man111 woman76
man112 woman53
man113 woman46
man114 woman115
man115 woman54
man12 woman104
man13 woman81
man14 woman0
man15 woman70
man16 woman43
man17 woman97
man18 woman57
man19 woman26
man2 woman67
man20 woman12
man21 woman60
man22 woman89
man23 woman14
man24 woman37
man25 woman42
man26 woman11
man27 woman22
man28 woman36
man29 woman5
man3 woman29
man30 woman3
man31 woman4
man32 woman100
man33 woman102
man34 woman85
man35 woman64
man36 woman66
man37 woman88
man38 woman68
man39 woman94
man4 woman83
man40 woman8
man41 woman69
man42 woman31
man43 woman91
man44 woman87
man45 woman96
man46 woman7
man47 woman6
man48 woman108
man49 woman65
man5 woman24
man50 woman51
man51 woman109
man52 woman107
man53 woman15
man54 woman113
man55 woman63
man56 woman105
man57 woman33
man58 woman82
man59 woman2
man6 woman86
man60 woman93
man61 woman71
man62 woman13
man63 woman39
man64 woman77
man65 woman55
man66 woman23
man67 woman58
man68 woman62
man69 woman21
man7 woman41
man70 woman73
man71 woman79
man72 woman78
man73 woman56
man74 woman45
man75 woman103
man76 woman9
man77 woman110
man78 woman59
man79 woman34
man8 woman74
man80 woman49
man81 woman30
man82 woman101
man83 woman38
man84 woman114
man85 woman61
man86 woman72
man87 woman44
man88 woman50
man89 woman111
man9 woman20
man90 woman17
man91 woman16
man92 woman112
man93 woman47
man94 woman84
man95 woman19
man96 woman32
man97 woman95
man98 woman25
man99 woman92
