man0 woman16
man1 woman46
man10 woman75
man100 woman173
man101 woman49
man102 woman119
man103 woman68
man104 woman1
man105 woman132
man106 woman138
man107 woman118
man108 woman40
man109 woman130
man11 woman91
man110 woman176
man111 woman51
man112 woman7
man113 woman15
man114 woman168
man115 woman48
man116 woman169
man117 woman140
man118 woman121
man119 woman109
man12 woman74
man120 woman71
man121 woman179
man122 woman45
man123 woman93
man124 woman64
man125 woman85
man126 woman55
man127 woman145
man128 woman103
man129 woman39
man13 woman37
man130 woman95
man131 woman172
man132 woman47
man133 woman38
man134 woman81
man135 woman131
man136 woman174
man137 woman133
man138 woman171
man139 woman12
man14 woman20
man140 woman122
man141 woman54
man142 woman59
man143 woman181
man144 woman99
man145 woman57
man146 woman26
man147 woman105
man148 woman90
man149 woman107
man15 woman111
man150 woman162
man151 woman180
man152 woman157
man153 woman141
man154 woman153
man155 woman36
man156 woman78
man157 woman108
man158 woman62
man159 woman177
man16 woman166
man160 woman13
man161 woman144
man162 woman27
man163 woman43
man164 woman161
man165 woman151
man166 woman136
man167 woman31
man168 woman44
man169 woman150
man17 woman96
man170 woman69
man171 woman149
man172 woman120
man173 woman155
man174 woman92
man175 woman24
man176 woman79
man177 woman34
man178 woman9
man179 woman56
man18 woman124
man180 woman60
man181 woman128
man19 woman127
man2 woman98
man20 woman5
man21 woman129
man22 woman3
man23 woman35
man24 woman143
man25 woman101
man26 woman104
man27 woman148
man28 woman116
man29 woman6
man3 woman106
man30 woman29
man31 woman25
man32 woman165
man33 woman178
man34 woman113
man35 woman134
man36 woman17
man37 woman61
man38 woman63
man39 woman42
man4 woman22
man40 woman97
man41 woman135
man42 woman0
man43 woman73
man44 woman112
man45 woman115
man46 woman159
man47 woman110
man48 woman102
man49 woman86
man5 woman33
man50 woman89
man51 woman41
man52 woman10
man53 woman21
man54 woman139
man55 woman53
man56 woman125
man57 woman30
man58 woman66
man59 woman163
man6 woman8
man60 woman170
man61 woman67
man62 woman114
man63 woman158
man64 woman94
man65 woman4
man66 woman65
man67 woman126
man68 woman88
man69 woman2
man7 woman70
man70 woman142
man71 woman80
man72 woman72
man73 woman82
man74 woman32
man75 woman28
man76 woman19
man77 woman164
man78 woman87
man79 woman84
man8 woman147
man80 woman18
man81 woman77
man82 woman14
man83 woman167
man84 woman76
man85 woman154
man86 woman50
man87 woman52
man88 woman156
man89 woman117
man9 woman100
man90 woman152
man91 woman160
man92 woman146
man93 woman123
man94 woman175
man95 woman11
man96 woman23
man97 woman83
man98 woman58
man99 woman137
