man0 woman172
man1 woman0
man10 woman127
man100 woman119
man101 woman66
man102 woman31
man103 woman171
man104 woman78
man105 woman169
man106 woman91
man107 woman102
man108 woman147
man109 woman49
man11 woman155
man110 woman148
man111 woman107
man112 woman38
man113 woman116
man114 woman152
man115 woman141
man116 woman24
man117 woman164
man118 woman27
man119 woman135
man12 woman30
man120 woman63
man121 woman68
man122 woman156
man123 woman98
man124 woman153
man125 woman9
man126 woman37
man127 woman88
man128 woman95
man129 woman52
man13 woman1
man130 woman15
man131 woman59
man132 woman40
man133 woman154
man134 woman96
man135 woman85
man136 woman44
man137 woman79
man138 woman165
man139 woman19
man14 woman140
man140 woman130
man141 woman23
man142 woman167
man143 woman151
man144 woman83
man145 woman99
man146 woman47
man147 woman106
man148 woman74
man149 woman3
man15 woman134
man150 woman61
man151 woman103
man152 woman111
man153 woman10
man154 woman7
man155 woman69
man156 woman28
man157 woman173
man158 woman162
man159 woman112
man16 woman12
man160 woman17
man161 woman125
man162 woman159
man163 woman18
man164 woman13
man165 woman81
man166 woman145
man167 woman22
man168 woman161
man169 woman73
man17 woman58
man170 woman29
man171 woman138
man172 woman120
man173 woman93
man174 woman65
man175 woman43
man18 woman6
man19 woman16
man2 woman39
man20 woman143
man21 woman174
man22 woman14
man23 woman33
man24 woman94
man25 woman25
man26 woman115
man27 woman55
man28 woman86
man29 woman56
man3 woman126
man30 woman48
man31 woman97
man32 woman137
man33 woman36
man34 woman35
man35 woman82
man36 woman67
man37 woman72
man38 woman46
man39 woman117
man4 woman146
man40 woman75
man41 woman87
man42 woman175
man43 woman131
man44 woman60
man45 woman80
man46 woman45
man47 woman21
man48 woman110
man49 woman118
man5 woman142
man50 woman57
man51 woman8
man52 woman76
man53 woman62
man54 woman51
man55 woman5
man56 woman109
man57 woman129
man58 woman100
man59 woman136
man6 woman92
man60 woman105
man61 woman132
man62 woman42
man63 woman168
man64 woman101
man65 woman84
man66 woman54
man67 woman150
man68 woman32
man69 woman144
man7 woman121
man70 woman133
man71 woman11
man72 woman89
man73 woman170
man74 woman64
man75 woman50
man76 woman26
man77 woman166
man78 woman123
man79 woman160
man8 woman122
man80 woman163
man81 woman41
man82 woman2
man83 woman71
man84 woman158
man85 woman20
man86 woman4
man87 woman108
man88 woman157
man89 woman53
man9 woman114
man90 woman128
man91 woman139
man92 woman104
man93 woman90
man94 woman124
man95 woman149
man96 woman77
man97 woman113
man98 woman70
man99 woman34
