man0 woman57
man1 woman22
man10 woman88
man100 woman103
man101 woman49
man102 woman111
man103 woman48
man104 woman67
man105 woman121
man106 woman62
man107 woman94
man108 woman17
man109 woman14
man11 woman142
man110 woman118
man111 woman116
man112 woman24
man113 woman43
man114 woman40
man115 woman112
man116 woman96
man117 woman73
man118 woman0
man119 woman74
man12 woman2
man120 woman136
man121 woman70
man122 woman124
man123 woman87
man124 woman126
man125 woman41
man126 woman113
man127 woman86
man128 woman131
man129 woman99
man13 woman81
man130 woman25
man131 woman30
man132 woman28
man133 woman33
man134 woman10
man135 woman119
man136 woman104
man137 woman38
man138 woman63
man139 woman138
man14 woman115
man140 woman35
man141 woman110
man142 woman16
man15 woman56
man16 woman34
man17 woman140
man18 woman50
man19 woman122
man2 woman92
man20 woman90
man21 woman15
man22 woman11
man23 woman52
man24 woman45
man25 woman72
man26 woman132
man27 woman42
man28 woman98
man29 woman8
man3 woman37
man30 woman68
man31 woman53
man32 woman51
man33 woman23
man34 woman46
man35 woman27
man36 woman9
man37 woman108
man38 woman13
man39 woman31
man4 woman66
man40 woman71
man41 woman105
man42 woman58
man43 woman82
man44 woman95
man45 woman21
man46 woman80
man47 woman137
man48 woman26
man49 woman12
man5 woman77
man50 woman47
man51 woman102
man52 woman29
man53 woman78
man54 woman32
man55 woman123
man56 woman100
man57 woman133
man58 woman109
man59 woman64
man6 woman6
man60 woman139
man61 woman129
man62 woman65
man63 woman128
man64 woman107
man65 woman18
man66 woman54
man67 woman69
man68 woman75
man69 woman130
man7 woman79
man70 woman84
man71 woman3
man72 woman36
man73 woman1
man74 woman5
man75 woman114
man76 woman127
man77 woman44
man78 woman125
man79 woman93
man8 woman59
man80 woman89
man81 woman85
man82 woman61
man83 woman106
man84 woman134
man85 woman55
man86 woman19
man87 woman83
man88 woman91
man89 woman141
man9 woman117
man90 woman39
man91 woman120
man92 woman7
man93 woman4
man94 woman135
man95 woman101
man96 woman20
man97 woman97
man98 woman76
man99 woman60
