man0 woman45
man1 woman37
man10 woman2
man11 woman48
man12 woman10
man13 woman11
man14 woman12
man15 woman40
man16 woman47
man17 woman15
man18 woman17
man19 woman29
man2 woman26
man20 woman30
man21 woman28
man22 woman36
man23 woman35
man24 woman39
man25 woman24
man26 woman1
man27 woman25
man28 woman27
man29 woman42
man3 woman43
man30 woman9
man31 woman20
man32 woman38
man33 woman41
man34 woman33
man35 woman0
man36 woman16
man37 woman44
man38 woman49
man39 woman46
man4 woman4
man40 woman32
man41 woman19
man42 woman8
man43 woman21
man44 woman18
man45 woman6
man46 woman3
man47 woman13
man48 woman31
man49 woman5
man5 woman23
man6 woman14
man7 woman7
man8 woman34
man9 woman22
