man0 woman15
man1 woman37
man10 woman12
man11 woman36
man12 woman0
man13 woman4
man14 woman16
man15 woman20
man16 woman45
man17 woman2
man18 woman49
man19 woman6
man2 woman44
man20 woman42
man21 woman43
man22 woman11
man23 woman22
man24 woman48
man25 woman18
man26 woman19
man27 woman29
man28 woman47
man29 woman39
man3 woman38
man30 woman31
man31 woman21
man32 woman40
man33 woman1
man34 woman46
man35 woman9
man36 woman24
man37 woman3
man38 woman14
man39 woman17
man4 woman35
man40 woman32
man41 woman23
man42 woman28
man43 woman5
man44 woman41
man45 woman30
man46 woman8
man47 woman33
man48 woman34
man49 woman10
man5 woman27
man6 woman25
man7 woman26
man8 woman7
man9 woman13
