man0 woman37
man1 woman47
man10 woman62
man11 woman13
man12 woman73
man13 woman29
man14 woman22
man15 woman32
man16 woman10
man17 woman2
man18 woman36
man19 woman49
man2 woman63
man20 woman14
man21 woman28
man22 woman45
man23 woman19
man24 woman12
man25 woman33
man26 woman34
man27 woman58
man28 woman8
man29 woman51
man3 woman4
man30 woman42
man31 woman46
man32 woman59
man33 woman25
man34 woman41
man35 woman44
man36 woman16
man37 woman20
man38 woman31
man39 woman64
man4 woman66
man40 woman43
man41 woman60
man42 woman7
man43 woman50
man44 woman65
man45 woman76
man46 woman79
man47 woman27
man48 woman54
man49 woman53
man5 woman26
man50 woman17
man51 woman5
man52 woman72
man53 woman3
man54 woman0
man55 woman18
man56 woman15
man57 woman21
man58 woman61
man59 woman40
man6 woman52
man60 woman1
man61 woman77
man62 woman67
man63 woman78
man64 woman74
man65 woman6
man66 woman35
man67 woman9
man68 woman70
man69 woman23
man7 woman71
man70 woman80
man71 woman30
man72 woman39
man73 woman38
man74 woman75
man75 woman48
man76 woman55
man77 woman69
man78 woman57
man79 woman11
man8 woman56
man80 woman68
man9 woman24
