man0 woman11
man1 woman34
man10 woman71
man11 woman37
man12 woman40
man13 woman52
man14 woman55
man15 woman20
man16 woman73
man17 woman23
man18 woman30
man19 woman43
man2 woman15
man20 woman1
man21 woman39
man22 woman51
man23 woman44
man24 woman27
man25 woman10
man26 woman25
man27 woman14
man28 woman64
man29 woman12
man3 woman2
man30 woman8
man31 woman28
man32 woman61
man33 woman65
man34 woman21
man35 woman58
man36 woman69
man37 woman24
man38 woman72
man39 woman42
man4 woman19
man40 woman9
man41 woman46
man42 woman57
man43 woman18
man44 woman53
man45 woman7
man46 woman63
man47 woman3
man48 woman33
man49 woman6
man5 woman26
man50 woman4
man51 woman13
man52 woman56
man53 woman38
man54 woman74
man55 woman29
man56 woman47
man57 woman5
man58 woman48
man59 woman16
man6 woman70
man60 woman41
man61 woman67
man62 woman62
man63 woman0
man64 woman68
man65 woman22
man66 woman32
man67 woman60
man68 woman54
man69 woman45
man7 woman36
man70 woman35
man71 woman17
man72 woman49
man73 woman31
man74 woman59
man8 woman50
man9 woman66
