man0 woman33
man1 woman10
man10 woman2
man11 woman18
man12 woman29
man13 woman17
man14 woman25
man15 woman0
man16 woman45
man17 woman30
man18 woman1
man19 woman47
man2 woman23
man20 woman14
man21 woman57
man22 woman15
man23 woman55
man24 woman51
man25 woman7
man26 woman54
man27 woman31
man28 woman20
man29 woman64
man3 woman9
man30 woman37
man31 woman49
man32 woman53
man33 woman65
man34 woman58
man35 woman3
man36 woman39
man37 woman13
man38 woman28
man39 woman21
man4 woman61
man40 woman16
man41 woman4
man42 woman59
man43 woman40
man44 woman60
man45 woman34
man46 woman5
man47 woman6
man48 woman62
man49 woman36
man5 woman50
man50 woman56
man51 woman24
man52 woman12
man53 woman63
man54 woman22
man55 woman19
man56 woman42
man57 woman46
man58 woman35
man59 woman52
man6 woman44
man60 woman27
man61 woman43
man62 woman32
man63 woman11
man64 woman48
man65 woman26
man7 woman41
man8 woman8
man9 woman38
