man0 woman22
man1 woman36
man10 woman2
man11 woman38
man12 woman41
man13 woman32
man14 woman39
man15 woman28
man16 woman7
man17 woman10
man18 woman14
man19 woman29
man2 woman6
man20 woman37
man21 woman15
man22 woman5
man23 woman30
man24 woman16
man25 woman13
man26 woman35
man27 woman23
man28 woman34
man29 woman24
man3 woman1
man30 woman17
man31 woman12
man32 woman8
man33 woman25
man34 woman0
man35 woman19
man36 woman21
man37 woman33
man38 woman31
man39 woman42
man4 woman11
man40 woman18
man41 woman45
man42 woman9
man43 woman43
man44 woman27
man45 woman26
man5 woman4
man6 woman40
man7 woman44
man8 woman3
man9 woman20
