man0 woman3
man1 woman36
man10 woman1
man100 woman109
man101 woman106
man102 woman85
man103 woman102
man104 woman16
man105 woman2
man106 woman30
man107 woman47
man108 woman112
man109 woman90
man11 woman73
man110 woman84
man111 woman59
man112 woman51
man113 woman41
man114 woman80
man115 woman81
man12 woman56
man13 woman94
man14 woman37
man15 woman44
man16 woman55
man17 woman96
man18 woman43
man19 woman110
man2 woman35
man20 woman71
man21 woman69
man22 woman0
man23 woman111
man24 woman113
man25 woman26
man26 woman88
man27 woman50
man28 woman5
man29 woman68
man3 woman61
man30 woman34
man31 woman9
man32 woman54
man33 woman25
man34 woman103
man35 woman18
man36 woman28
man37 woman101
man38 woman95
man39 woman100
man4 woman38
man40 woman104
man41 woman42
man42 woman108
man43 woman78
man44 woman46
man45 woman60
man46 woman76
man47 woman12
man48 woman57
man49 woman21
man5 woman49
man50 woman23
man51 woman52
man52 woman75
man53 woman89
man54 woman31
man55 woman64
man56 woman29
man57 woman58
man58 woman70
man59 woman91
man6 woman22
man60 woman93
man61 woman86
man62 woman77
man63 woman115
man64 woman15
man65 woman82
man66 woman66
man67 woman92
man68 woman27
man69 woman11
man7 woman98
man70 woman48
man71 woman74
man72 woman6
man73 woman24
man74 woman97
man75 woman7
man76 woman13
man77 woman105
man78 woman14
man79 woman72
man8 woman53
man80 woman39
man81 woman79
man82 woman10
man83 woman107
man84 woman20
man85 woman8
man86 woman40
man87 woman19
man88 woman4
man89 woman83
man9 woman65
man90 woman67
man91 woman33
man92 woman87
man93 woman62
man94 woman32
man95 woman63
man96 woman45
man97 woman99
man98 woman114
man99 woman17
