man0 woman66
man1 woman24
man10 woman40
man11 woman29
man12 woman63
man13 woman75
man14 woman62
man15 woman50
man16 woman59
man17 woman45
man18 woman58
man19 woman77
man2 woman78
man20 woman10
man21 woman11
man22 woman16
man23 woman36
man24 woman2
man25 woman28
man26 woman53
man27 woman38
man28 woman7
man29 woman51
man3 woman69
man30 woman26
man31 woman19
man32 woman64
man33 woman61
man34 woman8
man35 woman3
man36 woman34
man37 woman15
man38 woman49
man39 woman73
man4 woman42
man40 woman33
man41 woman35
man42 woman20
man43 woman30
man44 woman71
man45 woman32
man46 woman60
man47 woman25
man48 woman55
man49 woman47
man5 woman54
man50 woman17
man51 woman27
man52 woman37
man53 woman48
man54 woman41
man55 woman1
man56 woman56
man57 woman65
man58 woman18
man59 woman12
man6 woman23
man60 woman5
man61 woman13
man62 woman14
man63 woman4
man64 woman52
man65 woman22
man66 woman67
man67 woman6
man68 woman72
man69 woman68
man7 woman9
man70 woman74
man71 woman76
man72 woman0
man73 woman79
man74 woman46
man75 woman44
man76 woman57
man77 woman70
man78 woman31
man79 woman39
man8 woman21
man9 woman43
