man0 woman17
man1 woman5
man10 woman32
man11 woman10
man12 woman13
man13 woman15
man14 woman28
man15 woman7
man16 woman31
man17 woman18
man18 woman39
man19 woman35
man2 woman14
man20 woman1
man21 woman22
man22 woman41
man23 woman24
man24 woman23
man25 woman12
man26 woman38
man27 woman25
man28 woman19
man29 woman29
man3 woman11
man30 woman33
man31 woman26
man32 woman6
man33 woman37
man34 woman0
man35 woman20
man36 woman27
man37 woman30
man38 woman21
man39 woman9
man4 woman8
man40 woman16
man41 woman4
man5 woman3
man6 woman2
man7 woman34
man8 woman36
man9 woman40
