man0 woman51
man1 woman14
man10 woman19
man11 woman48
man12 woman35
man13 woman24
man14 woman5
man15 woman26
man16 woman25
man17 woman8
man18 woman7
man19 woman23
man2 woman39
man20 woman1
man21 woman38
man22 woman13
man23 woman10
man24 woman44
man25 woman29
man26 woman3
man27 woman4
man28 woman42
man29 woman27
man3 woman22
man30 woman40
man31 woman31
man32 woman18
man33 woman33
man34 woman2
man35 woman47
man36 woman34
man37 woman37
man38 woman49
man39 woman0
man4 woman52
man40 woman6
man41 woman16
man42 woman50
man43 woman20
man44 woman45
man45 woman15
man46 woman46
man47 woman32
man48 woman11
man49 woman17
man5 woman30
man50 woman43
man51 woman21
man52 woman28
man6 woman9
man7 woman12
man8 woman41
man9 woman36
