man0 woman13
man1 woman142
man10 woman0
man100 woman41
man101 woman116
man102 woman51
man103 woman114
man104 woman3
man105 woman108
man106 woman35
man107 woman70
man108 woman4
man109 woman57
man11 woman146
man110 woman101
man111 woman133
man112 woman90
man113 woman86
man114 woman64
man115 woman141
man116 woman80
man117 woman1
man118 woman31
man119 woman47
man12 woman33
man120 woman96
man121 woman65
man122 woman118
man123 woman76
man124 woman45
man125 woman135
man126 woman28
man127 woman98
man128 woman77
man129 woman139
man13 woman97
man130 woman145
man131 woman26
man132 woman9
man133 woman71
man134 woman107
man135 woman82
man136 woman93
man137 woman44
man138 woman100
man139 woman99
man14 woman24
man140 woman131
man141 woman72
man142 woman40
man143 woman7
man144 woman148
man145 woman81
man146 woman91
man147 woman103
man148 woman151
man149 woman104
man15 woman34
man150 woman88
man151 woman140
man152 woman21
man153 woman125
man16 woman132
man17 woman136
man18 woman16
man19 woman115
man2 woman20
man20 woman138
man21 woman66
man22 woman43
man23 woman37
man24 woman152
man25 woman137
man26 woman105
man27 woman75
man28 woman74
man29 woman29
man3 woman19
man30 woman58
man31 woman15
man32 woman27
man33 woman56
man34 woman117
man35 woman94
man36 woman109
man37 woman60
man38 woman36
man39 woman54
man4 woman143
man40 woman12
man41 woman8
man42 woman46
man43 woman106
man44 woman110
man45 woman123
man46 woman53
man47 woman134
man48 woman124
man49 woman11
man5 woman144
man50 woman52
man51 woman129
man52 woman102
man53 woman85
man54 woman89
man55 woman130
man56 woman69
man57 woman78
man58 woman147
man59 woman87
man6 woman128
man60 woman18
man61 woman48
man62 woman23
man63 woman73
man64 woman14
man65 woman22
man66 woman68
man67 woman2
man68 woman42
man69 woman49
man7 woman83
man70 woman153
man71 woman67
man72 woman121
man73 woman17
man74 woman6
man75 woman119
man76 woman30
man77 woman39
man78 woman92
man79 woman55
man8 woman79
man80 woman112
man81 woman126
man82 woman32
man83 woman61
man84 woman25
man85 woman84
man86 woman149
man87 woman120
man88 woman95
man89 woman111
man9 woman113
man90 woman150
man91 woman63
man92 woman127
man93 woman59
man94 woman62
man95 woman5
man96 woman122
man97 woman50
man98 woman38
man99 woman10
