man0 woman40
man1 woman29
man10 woman23
man11 woman58
man12 woman52
man13 woman18
man14 woman25
man15 woman38
man16 woman4
man17 woman50
man18 woman46
man19 woman56
man2 woman44
man20 woman53
man21 woman22
man22 woman69
man23 woman74
man24 woman54
man25 woman45
man26 woman21
man27 woman43
man28 woman3
man29 woman37
man3 woman42
man30 woman34
man31 woman13
man32 woman33
man33 woman8
man34 woman6
man35 woman72
man36 woman73
man37 woman64
man38 woman32
man39 woman48
man4 woman35
man40 woman1
man41 woman11
man42 woman28
man43 woman65
man44 woman60
man45 woman71
man46 woman30
man47 woman55
man48 woman49
man49 woman62
man5 woman2
man50 woman27
man51 woman12
man52 woman0
man53 woman59
man54 woman16
man55 woman36
man56 woman14
man57 woman51
man58 woman7
man59 woman57
man6 woman66
man60 woman61
man61 woman9
man62 woman41
man63 woman26
man64 woman31
man65 woman20
man66 woman63
man67 woman24
man68 woman10
man69 woman70
man7 woman47
man70 woman17
man71 woman68
man72 woman5
man73 woman19
man74 woman39
man8 woman15
man9 woman67
