man0 woman52
man1 woman0
man10 woman32
man11 woman8
man12 woman31
man13 woman46
man14 woman59
man15 woman15
man16 woman21
man17 woman4
man18 woman55
man19 woman11
man2 woman7
man20 woman25
man21 woman3
man22 woman29
man23 woman30
man24 woman23
man25 woman40
man26 woman47
man27 woman19
man28 woman22
man29 woman57
man3 woman9
man30 woman13
man31 woman51
man32 woman36
man33 woman10
man34 woman33
man35 woman56
man36 woman27
man37 woman1
man38 woman37
man39 woman28
man4 woman48
man40 woman39
man41 woman34
man42 woman53
man43 woman42
man44 woman49
man45 woman16
man46 woman41
man47 woman2
man48 woman6
man49 woman44
man5 woman18
man50 woman20
man51 woman5
man52 woman35
man53 woman50
man54 woman17
man55 woman38
man56 woman45
man57 woman14
man58 woman24
man59 woman54
man6 woman58
man7 woman26
man8 woman43
man9 woman12
